n	k	truth	candidate	T	N	depth	polarity	anf	gates
4	10	19a	13568	164	172	4	0	8242	26,17,19,19
4	10	19a	15156	164	172	4	0	8340	8,1,19,10
4	10	19a	32756	164	172	4	0	8242	26,17,17,17
4	10	19a	34140	164	172	4	0	8242	26,16,17,16
4	10	19a	34292	164	172	4	0	8340	11,8,2,17
4	10	19a	35060	164	172	4	0	8242	10,17,25,26
4	10	19a	37988	164	172	4	0	8242	26,19,17,19
4	10	19a	47292	164	172	4	0	900a	16,26,11,25
4	10	442	9388	88	96	4	0	8200	19,3,8,25
4	10	442	15704	88	96	4	0	8200	3,8,19,25
4	10	442	20208	88	96	4	0	8008	1,26,16,2
4	10	442	22148	88	96	4	0	8008	16,2,17,24
4	10	442	32116	88	96	4	0	8400	1,19,26,3
4	10	442	41000	88	96	4	0	8008	26,8,2,17
4	10	442	49680	88	96	4	0	8400	2,19,26,1
4	10	442	62020	88	96	4	0	8400	2,1,19,10
4	10	600	5436	44	52	4	0	4000	26,24,1,17
4	10	600	5936	44	52	4	0	4000	1,10,8,16
4	10	600	6244	44	52	4	0	2000	26,16,8,16
4	10	600	6508	44	52	4	0	4000	1,10,19,19
4	10	600	7228	44	52	4	0	4000	1,1,1,26
4	10	600	7696	44	52	4	0	4000	26,1,17,17
4	10	600	8592	44	52	4	0	2000	17,8,2,25
4	10	600	9092	44	52	4	0	4000	26,19,19,1
4	10	64e	5580	120	130	4	4	4022	25,11,24,2
4	10	64e	8092	120	130	4	4	4022	11,8,2,19
4	10	64e	9552	120	130	4	4	2044	11,1,10,8
4	10	64e	7116	120	132	4	9	830	16,2,10,8
4	10	64e	11520	120	132	4	12	4022	8,2,17,19
4	10	64e	11864	120	132	4	10	850	16,1,10,24
4	10	64e	15816	120	132	4	10	850	1,17,16,10
4	10	64e	16224	120	132	4	6	850	3,16,19,1
4	10	ff8	3128	116	126	4	8	8101	16,2,3,19
4	10	ff8	3588	116	126	4	4	8011	3,24,2,24
4	10	ff8	5460	116	126	4	1	8003	3,19,26,24
4	10	ff8	8644	116	126	4	4	8011	26,10,11,10
4	10	ff8	11200	116	126	4	4	8011	24,25,26,11
4	10	ff8	15444	116	126	4	4	8011	26,11,24,8
4	10	ff8	16944	116	126	4	2	8005	10,26,19,17
4	10	ff8	16964	116	126	4	4	8011	26,25,16,11
4	10	37ff	5	120	124	0	5	8401	
4	10	37ff	300	120	128	4	0	8041	19,26,3,16
4	10	37ff	4464	120	128	4	0	8401	26,26,10,8
4	10	37ff	4852	120	128	4	0	8401	26,8,10,2
4	10	37ff	6244	120	128	4	0	8401	26,16,8,16
4	10	37ff	7088	120	128	4	0	8041	2,19,26,24
4	10	37ff	9368	120	128	4	0	8401	26,1,1,24
4	10	37ff	12780	120	128	4	0	8401	2,16,26,16
4	10	4000	1	48	50	0	1	8000	
4	10	4000	1132	48	56	4	0	8000	11,11,1,16
4	10	4000	1208	48	56	4	0	8000	8,1,8,17
4	10	4000	2144	48	56	4	0	8000	3,25,24,17
4	10	4000	2456	48	56	4	0	8000	25,10,17,8
4	10	4000	3140	48	56	4	0	8000	26,1,8,26
4	10	4000	4912	48	56	4	0	8000	26,19,10,16
4	10	4000	5708	48	56	4	0	8000	24,16,3,24
4	10	ffec	10	120	124	0	10	8401	
4	10	ffec	28	120	132	4	10	8401	11,8,25,25
4	10	ffec	288	120	132	4	10	8401	24,25,1,1
4	10	ffec	1576	120	132	4	10	8401	8,24,25,26
4	10	ffec	1660	120	132	4	6	8041	19,8,26,19
4	10	ffec	1920	120	132	4	10	8401	11,8,26,26
4	10	ffec	2492	120	132	4	10	8401	11,8,25,25
4	10	ffec	3332	120	132	4	10	8401	1,26,26,1
4	11	0	0	0	0	0	0	0	
4	11	0	1	0	2	0	1	0	
4	11	0	2	0	2	0	2	0	
4	11	0	4	0	2	0	4	0	
4	11	0	8	0	2	0	8	0	
4	11	0	3	0	4	0	3	0	
4	11	0	5	0	4	0	5	0	
4	11	0	6	0	4	0	6	0	
4	11	2	14	52	58	0	14	8000	
4	11	2	732	52	60	4	0	8000	3,17,2,25
4	11	2	1276	52	60	4	0	8000	1,17,2,11
4	11	2	1764	52	60	4	0	8000	2,17,26,11
4	11	2	3424	52	60	4	0	8000	1,10,26,3
4	11	2	5888	52	60	4	0	8000	16,1,2,11
4	11	2	8340	52	60	4	0	8000	3,11,1,26
4	11	2	8480	52	60	4	0	8000	1,26,11,10
4	11	4	13	52	58	0	13	8000	
4	11	4	400	52	60	4	0	8000	11,8,19,2
4	11	4	1184	52	60	4	0	8000	10,1,19,24
4	11	4	2640	52	60	4	0	8000	8,24,10,3
4	11	4	4920	52	60	4	0	8000	10,19,3,24
4	11	4	5004	52	60	4	0	8000	11,2,10,16
4	11	4	6444	52	60	4	0	8000	3,11,26,8
4	11	4	14244	52	60	4	0	8000	10,11,3,24
4	11	28	4496	48	56	4	0	2000	24,25,10,19
4	11	28	5448	48	56	4	0	800	19,11,17,10
4	11	28	6136	48	56	4	0	800	17,10,10,11
4	11	28	6792	48	56	4	0	2000	3,10,16,24
4	11	28	8004	48	56	4	0	800	24,17,24,3
4	11	28	8352	48	56	4	0	800	17,11,8,8
4	11	28	9652	48	56	4	0	2000	10,1,17,19
4	11	28	10368	48	56	4	0	80	17,19,11,26
4	11	19a	13568	180	188	4	0	8242	26,17,19,19
4	11	19a	15156	180	188	4	0	8340	8,1,19,10
4	11	19a	32756	180	188	4	0	8242	26,17,17,17
4	11	19a	34140	180	188	4	0	8242	26,16,17,16
4	11	19a	34292	180	188	4	0	8340	11,8,2,17
4	11	19a	35060	180	188	4	0	8242	10,17,25,26
4	11	19a	37988	180	188	4	0	8242	26,19,17,19
4	11	19a	47292	180	188	4	0	900a	16,26,11,25
4	11	241	1104	96	108	4	3	8008	17,1,1,24
4	11	241	3244	96	108	4	12	9000	17,17,3,10
4	11	241	4288	96	108	4	6	8040	24,16,2,1
4	11	241	4328	96	108	4	5	8020	10,17,24,1
4	11	241	4756	96	108	4	5	8020	24,10,19,19
4	11	241	5316	96	108	4	12	9000	26,26,3,10
4	11	241	6584	96	108	4	3	8008	17,1,25,24
4	11	241	7572	96	108	4	10	8400	3,17,8,10
4	11	442	9388	96	104	4	0	8200	19,3,8,25
4	11	442	15704	96	104	4	0	8200	3,8,19,25
4	11	442	20208	96	104	4	0	8008	1,26,16,2
4	11	442	22148	96	104	4	0	8008	16,2,17,24
4	11	442	32116	96	104	4	0	8400	1,19,26,3
4	11	442	41000	96	104	4	0	8008	26,8,2,17
4	11	442	49680	96	104	4	0	8400	2,19,26,1
4	11	442	62020	96	104	4	0	8400	2,1,19,10
4	11	600	5436	48	56	4	0	4000	26,24,1,17
4	11	600	5936	48	56	4	0	4000	1,10,8,16
4	11	600	6244	48	56	4	0	2000	26,16,8,16
4	11	600	6508	48	56	4	0	4000	1,10,19,19
4	11	600	7228	48	56	4	0	4000	1,1,1,26
4	11	600	7696	48	56	4	0	4000	26,1,17,17
4	11	600	8592	48	56	4	0	2000	17,8,2,25
4	11	600	9092	48	56	4	0	4000	26,19,19,1
4	11	64e	5580	132	142	4	4	4022	25,11,24,2
4	11	64e	8092	132	142	4	4	4022	11,8,2,19
4	11	64e	9552	132	142	4	4	2044	11,1,10,8
4	11	64e	7116	132	144	4	9	830	16,2,10,8
4	11	64e	11520	132	144	4	12	4022	8,2,17,19
4	11	64e	11864	132	144	4	10	850	16,1,10,24
4	11	64e	15816	132	144	4	10	850	1,17,16,10
4	11	64e	16224	132	144	4	6	850	3,16,19,1
4	11	a40	10076	96	104	4	0	9000	19,2,17,8
4	11	a40	12532	96	104	4	0	8200	19,17,1,16
4	11	a40	12628	96	104	4	0	8020	2,19,24,25
4	11	a40	21108	96	104	4	0	8200	25,19,16,25
4	11	a40	39828	96	104	4	0	8020	26,19,24,17
4	11	a40	43336	96	104	4	0	8200	25,17,16,19
4	11	a40	58484	96	104	4	0	9000	19,2,24,1
4	11	a40	3648	96	106	4	8	8200	3,25,16,1
4	11	ff8	3128	128	138	4	8	8101	16,2,3,19
4	11	ff8	3588	128	138	4	4	8011	3,24,2,24
4	11	ff8	5460	128	138	4	1	8003	3,19,26,24
4	11	ff8	8644	128	138	4	4	8011	26,10,11,10
4	11	ff8	11200	128	138	4	4	8011	24,25,26,11
4	11	ff8	15444	128	138	4	4	8011	26,11,24,8
4	11	ff8	16944	128	138	4	2	8005	10,26,19,17
4	11	ff8	16964	128	138	4	4	8011	26,25,16,11
4	11	37ff	5	132	136	0	5	8401	
4	11	37ff	300	132	140	4	0	8041	19,26,3,16
4	11	37ff	4464	132	140	4	0	8401	26,26,10,8
4	11	37ff	4852	132	140	4	0	8401	26,8,10,2
4	11	37ff	6244	132	140	4	0	8401	26,16,8,16
4	11	37ff	7088	132	140	4	0	8041	2,19,26,24
4	11	37ff	9368	132	140	4	0	8401	26,1,1,24
4	11	37ff	12780	132	140	4	0	8401	2,16,26,16
4	11	ffec	10	132	136	0	10	8401	
4	11	ffec	28	132	144	4	10	8401	11,8,25,25
4	11	ffec	288	132	144	4	10	8401	24,25,1,1
4	11	ffec	1576	132	144	4	10	8401	8,24,25,26
4	11	ffec	1660	132	144	4	6	8041	19,8,26,19
4	11	ffec	1920	132	144	4	10	8401	11,8,26,26
4	11	ffec	2492	132	144	4	10	8401	11,8,25,25
4	11	ffec	3332	132	144	4	10	8401	1,26,26,1
4	12	0	0	0	0	0	0	0	
4	12	0	1	0	2	0	1	0	
4	12	0	2	0	2	0	2	0	
4	12	0	4	0	2	0	4	0	
4	12	0	8	0	2	0	8	0	
4	12	0	3	0	4	0	3	0	
4	12	0	5	0	4	0	5	0	
4	12	0	6	0	4	0	6	0	
4	12	241	1104	104	116	4	3	8008	17,1,1,24
4	12	241	3244	104	116	4	12	9000	17,17,3,10
4	12	241	4288	104	116	4	6	8040	24,16,2,1
4	12	241	4328	104	116	4	5	8020	10,17,24,1
4	12	241	4756	104	116	4	5	8020	24,10,19,19
4	12	241	5316	104	116	4	12	9000	26,26,3,10
4	12	241	6584	104	116	4	3	8008	17,1,25,24
4	12	241	7572	104	116	4	10	8400	3,17,8,10
4	12	488	6504	104	112	4	0	8200	24,25,11,1
4	12	488	7256	104	112	4	0	8400	3,24,24,8
4	12	488	10088	104	112	4	0	8008	2,24,26,26
4	12	488	10496	104	112	4	0	8400	17,3,16,17
4	12	488	18760	104	112	4	0	8400	11,3,8,11
4	12	488	20444	104	112	4	0	8008	24,2,19,2
4	12	488	23732	104	112	4	0	8040	26,24,16,2
4	12	488	24576	104	112	4	0	8400	3,1,1,8
4	12	a40	10076	104	112	4	0	9000	19,2,17,8
4	12	a40	12532	104	112	4	0	8200	19,17,1,16
4	12	a40	12628	104	112	4	0	8020	2,19,24,25
4	12	a40	21108	104	112	4	0	8200	25,19,16,25
4	12	a40	39828	104	112	4	0	8020	26,19,24,17
4	12	a40	43336	104	112	4	0	8200	25,17,16,19
4	12	a40	58484	104	112	4	0	9000	19,2,24,1
4	12	a40	3648	104	114	4	8	8200	3,25,16,1
4	12	4000	1	56	58	0	1	8000	
4	12	4000	1132	56	64	4	0	8000	11,11,1,16
4	12	4000	1208	56	64	4	0	8000	8,1,8,17
4	12	4000	2144	56	64	4	0	8000	3,25,24,17
4	12	4000	2456	56	64	4	0	8000	25,10,17,8
4	12	4000	3140	56	64	4	0	8000	26,1,8,26
4	12	4000	4912	56	64	4	0	8000	26,19,10,16
4	12	4000	5708	56	64	4	0	8000	24,16,3,24
4	13	0	0	0	0	0	0	0	
4	13	0	1	0	2	0	1	0	
4	13	0	2	0	2	0	2	0	
4	13	0	4	0	2	0	4	0	
4	13	0	8	0	2	0	8	0	
4	13	0	3	0	4	0	3	0	
4	13	0	5	0	4	0	5	0	
4	13	0	6	0	4	0	6	0	
4	13	136	5436	212	220	4	0	8424	26,24,1,17
4	13	136	6964	212	220	4	0	8520	16,3,10,16
4	13	136	20584	212	220	4	0	8424	2,26,1,16
4	13	136	21932	212	220	4	0	8520	10,19,8,3
4	13	136	31184	212	220	4	0	8520	3,2,10,16
4	13	136	31840	212	220	4	0	8424	1,17,24,26
4	13	136	32508	212	220	4	0	9108	17,3,8,10
4	13	136	34588	212	220	4	0	8520	10,3,2,16
4	13	488	6504	112	120	4	0	8200	24,25,11,1
4	13	488	7256	112	120	4	0	8400	3,24,24,8
4	13	488	10088	112	120	4	0	8008	2,24,26,26
4	13	488	10496	112	120	4	0	8400	17,3,16,17
4	13	488	18760	112	120	4	0	8400	11,3,8,11
4	13	488	20444	112	120	4	0	8008	24,2,19,2
4	13	488	23732	112	120	4	0	8040	26,24,16,2
4	13	488	24576	112	120	4	0	8400	3,1,1,8
4	13	4000	1	60	62	0	1	8000	
4	13	4000	1132	60	68	4	0	8000	11,11,1,16
4	13	4000	1208	60	68	4	0	8000	8,1,8,17
4	13	4000	2144	60	68	4	0	8000	3,25,24,17
4	13	4000	2456	60	68	4	0	8000	25,10,17,8
4	13	4000	3140	60	68	4	0	8000	26,1,8,26
4	13	4000	4912	60	68	4	0	8000	26,19,10,16
4	13	4000	5708	60	68	4	0	8000	24,16,3,24
4	14	0	0	0	0	0	0	0	
4	14	0	1	0	2	0	1	0	
4	14	0	2	0	2	0	2	0	
4	14	0	4	0	2	0	4	0	
4	14	0	8	0	2	0	8	0	
4	14	0	3	0	4	0	3	0	
4	14	0	5	0	4	0	5	0	
4	14	0	6	0	4	0	6	0	
4	14	4000	1	64	66	0	1	8000	
4	14	4000	1132	64	72	4	0	8000	11,11,1,16
4	14	4000	1208	64	72	4	0	8000	8,1,8,17
4	14	4000	2144	64	72	4	0	8000	3,25,24,17
4	14	4000	2456	64	72	4	0	8000	25,10,17,8
4	14	4000	3140	64	72	4	0	8000	26,1,8,26
4	14	4000	4912	64	72	4	0	8000	26,19,10,16
4	14	4000	5708	64	72	4	0	8000	24,16,3,24
4	15	0	0	0	0	0	0	0	
4	15	0	1	0	2	0	1	0	
4	15	0	2	0	2	0	2	0	
4	15	0	4	0	2	0	4	0	
4	15	0	8	0	2	0	8	0	
4	15	0	3	0	4	0	3	0	
4	15	0	5	0	4	0	5	0	
4	15	0	6	0	4	0	6	0	
4	15	407	1316	124	136	4	12	1080	24,19,2,2
4	15	407	1564	124	136	4	12	1800	16,26,19,16
4	15	407	2376	124	136	4	12	1080	24,1,19,1
4	15	407	2984	124	136	4	12	1080	11,24,16,17
4	15	407	3292	124	136	4	10	480	17,10,24,17
4	15	407	3400	124	136	4	5	4020	16,3,25,16
4	15	407	3920	124	136	4	3	4008	3,24,10,17
4	15	407	4768	124	136	4	12	1080	17,16,24,17
4	16	0	0	0	0	0	0	0	
4	16	0	1	0	2	0	1	0	
4	16	0	2	0	2	0	2	0	
4	16	0	4	0	2	0	4	0	
4	16	0	8	0	2	0	8	0	
4	16	0	3	0	4	0	3	0	
4	16	0	5	0	4	0	5	0	
4	16	0	6	0	4	0	6	0	
4	16	400	5	72	76	0	5	8000	
4	16	400	300	72	80	4	0	8000	19,26,3,16
4	16	400	3796	72	80	4	0	8000	8,1,25,10
4	16	400	4464	72	80	4	0	8000	26,26,10,8
4	16	400	4852	72	80	4	0	8000	26,8,10,2
4	16	400	5188	72	80	4	0	8000	10,11,19,16
4	16	400	5436	72	80	4	0	8000	26,24,1,17
4	16	400	6244	72	80	4	0	8000	26,16,8,16
4	17	0	0	0	0	0	0	0	
4	17	0	1	0	2	0	1	0	
4	17	0	2	0	2	0	2	0	
4	17	0	4	0	2	0	4	0	
4	17	0	8	0	2	0	8	0	
4	17	0	3	0	4	0	3	0	
4	17	0	5	0	4	0	5	0	
4	17	0	6	0	4	0	6	0	
4	18	0	0	0	0	0	0	0	
4	18	0	1	0	2	0	1	0	
4	18	0	2	0	2	0	2	0	
4	18	0	4	0	2	0	4	0	
4	18	0	8	0	2	0	8	0	
4	18	0	3	0	4	0	3	0	
4	18	0	5	0	4	0	5	0	
4	18	0	6	0	4	0	6	0	
4	18	1	15	80	88	0	15	8000	
4	18	1	24	80	96	4	15	8000	10,26,2,1
4	18	1	84	80	96	4	15	8000	2,10,24,1
4	18	1	100	80	96	4	15	8000	11,16,24,1
4	18	1	296	80	96	4	15	8000	17,16,11,16
4	18	1	388	80	96	4	15	8000	1,2,19,17
4	18	1	412	80	96	4	15	8000	17,1,8,24
4	18	1	592	80	96	4	15	8000	3,25,16,24
4	18	4000	1	80	82	0	1	8000	
4	18	4000	1132	80	88	4	0	8000	11,11,1,16
4	18	4000	1208	80	88	4	0	8000	8,1,8,17
4	18	4000	2144	80	88	4	0	8000	3,25,24,17
4	18	4000	2456	80	88	4	0	8000	25,10,17,8
4	18	4000	3140	80	88	4	0	8000	26,1,8,26
4	18	4000	4912	80	88	4	0	8000	26,19,10,16
4	18	4000	5708	80	88	4	0	8000	24,16,3,24
5	0	a48	1180	12	24	4	20	20080000	10,8,35,16
5	0	a48	42048	12	24	4	24	40200000	4,1,34,4
5	0	a48	52816	12	24	4	20	8200000	17,16,1,10
5	0	a48	55840	12	24	4	18	40200000	19,3,17,2
5	0	a48	5264	12	26	4	22	8200000	16,34,3,17
5	0	a48	11128	12	26	4	22	8200000	1,16,1,3
5	0	a48	33144	12	26	4	26	40200000	33,17,11,2
5	0	a48	50380	12	26	4	22	20080000	10,16,8,1
5	0	b6c	42404	20	30	4	16	90080000	11,24,26,17
5	0	b6c	29548	20	32	4	20	82400000	35,25,8,19
5	0	b6c	330	20	50	12	21	90080000	8,33,19,4,4,3,19,1,2,35,25,16
5	0	b6c	1415	20	58	16	22	84200000	11,26,1,33,2,25,3,24,24,25,16,33,24,1,26,24
5	0	b6c	25640	22	32	4	16	84340000	26,25,34,16
5	0	b6c	3932	22	34	4	17	84340000	1,25,1,26
5	0	b6c	51616	22	34	4	18	83500000	19,24,26,10
5	0	b6c	6448	22	36	4	19	85300000	32,11,26,10
5	0	1480	8932	16	28	4	20	80080000	24,19,3,25
5	0	1480	22260	16	28	4	24	80080000	2,24,35,17
5	0	1480	46980	16	28	4	24	80200000	26,24,1,10
5	0	1480	2876	16	30	4	28	84000000	11,24,1,19
5	0	1480	46732	16	30	4	14	80200000	25,10,24,4
5	0	1480	62612	16	30	4	28	80080000	16,1,16,24
5	0	1480	3580	16	32	4	30	80200000	10,35,26,24
5	0	1480	21461	16	32	8	0	80080000	25,2,17,25,24,35,11,12
5	0	1ec8	11973	20	42	8	25	84200000	19,32,2,11,24,2,1,1
5	0	1ec8	48381	20	42	8	11	84000080	12,19,11,33,33,24,33,26
5	0	1ec8	40388	22	32	4	16	83440000	24,11,16,34
5	0	1ec8	50868	22	34	4	24	901c0000	8,2,10,24
5	0	1ec8	12096	22	36	4	25	901c0000	26,32,24,25
5	0	1ec8	15464	22	36	4	25	901c0000	26,24,35,2
5	0	1ec8	54008	22	36	4	25	901c0000	2,35,24,34
5	0	1ec8	1928	22	38	4	29	910c0000	10,2,19,34
5	0	80f0c0f	5	17	22	0	5	80005010	
5	0	80f0c0f	228	17	28	4	4	80005010	24,16,12,28
5	0	80f0c0f	1476	17	28	4	4	80005010	8,17,2,2
5	0	80f0c0f	3408	17	28	4	4	800000b0	2,19,2,24
5	0	80f0c0f	3968	17	28	4	4	80005010	4,16,17,8
5	0	80f0c0f	6428	17	28	4	4	80005010	24,3,3,17
5	0	80f0c0f	6808	17	28	4	4	80005010	28,17,8,12
5	0	80f0c0f	9620	17	28	4	16	85010000	34,16,20,33
5	0	20802001	21016	12	26	4	11	20000800	16,10,19,33
5	0	20802001	268	12	28	4	27	8000080	17,16,25,35
5	0	20802001	23040	12	28	4	27	8000080	16,17,2,25
5	0	20802001	14129	12	34	8	13	8002000	16,17,12,11,24,28,34,12
5	0	20802001	9877	12	36	8	27	8002000	17,16,8,11,8,16,33,16
5	0	20802001	24301	12	36	8	23	804000	8,4,11,1,26,19,25,10
5	0	20802001	27889	12	36	8	30	40002000	11,17,26,17,3,16,28,33
5	0	20802001	30969	12	36	8	29	40002000	3,2,32,8,24,16,11,1
5	0	30003000	2	4	6	0	2	4000	
5	0	30003000	3	4	8	0	3	4000	
5	0	30003000	18	4	8	0	18	4000	
5	0	30003000	19	4	10	0	19	4000	
5	0	30003000	1568	4	12	4	0	4000	20,17,16,28
5	0	30003000	3064	4	12	4	0	4000	25,24,8,28
5	0	30003000	6552	4	12	4	0	4000	28,16,25,32
5	0	30003000	7320	4	12	4	0	4000	11,24,17,4
5	0	44000000	1	8	10	0	1	8000000	
5	0	44000000	5	8	12	0	5	8000000	
5	0	44000000	556	8	16	4	0	8000000	11,8,28,3
5	0	44000000	4400	8	16	4	0	8000000	3,3,4,24
5	0	44000000	13724	8	16	4	0	8000000	25,24,33,26
5	0	44000000	26316	8	16	4	0	8000000	10,3,10,8
5	0	44000000	34576	8	16	4	0	8000000	24,10,10,34
5	0	44000000	37568	8	16	4	0	8000000	8,11,3,10
5	0	47000300	5	13	17	0	5	8005000	
5	0	47000300	56948	13	21	4	0	8005000	26,24,4,12
5	0	47000300	5516	13	23	4	4	8005000	10,32,19,19
5	0	47000300	11208	13	23	4	2	18001000	33,12,24,26
5	0	47000300	20076	13	23	4	16	8005000	10,32,4,26
5	0	47000300	21780	13	23	4	1	805000	19,12,26,12
5	0	47000300	26572	13	23	4	16	8003000	1,12,8,26
5	0	47000300	29336	13	23	4	1	8005000	26,4,24,32
5	0	80f0c0f0	1	17	20	0	1	80005010	
5	0	80f0c0f0	4400	17	26	4	0	80005010	3,3,4,24
5	0	80f0c0f0	31404	17	26	4	0	80005010	26,32,20,26
5	0	80f0c0f0	31824	17	26	4	0	80005010	24,20,32,4
5	0	80f0c0f0	42104	17	26	4	0	800000b0	3,16,16,24
5	0	80f0c0f0	47152	17	26	4	0	80005010	19,24,19,8
5	0	80f0c0f0	52428	17	26	4	0	80005010	4,8,24,32
5	0	80f0c0f0	54512	17	26	4	0	80005010	28,12,4,32
5	0	b4d22911	45567	18	54	16	0	80052035	4,28,26,35,2,32,1,4,4,12,24,11,35,16,33,8
5	0	b4d22911	14436	19	34	4	22	82100058	16,34,24,25
5	0	b4d22911	19472	19	36	4	19	90110419	2,35,25,26
5	0	b4d22911	52832	19	36	4	20	9110011f	2,1,35,24
5	0	b4d22911	44241	19	44	8	22	82110059	26,34,34,26,24,16,32,25
5	0	b4d22911	10222	19	48	12	18	80042038	35,2,32,2,24,20,3,3,25,16,34,2
5	0	b4d22911	33154	19	48	12	16	82110344	33,8,8,35,16,20,17,20,4,24,2,35
5	0	b4d22911	47614	19	50	12	18	80201436	33,16,24,17,25,26,4,34,28,19,26,34
5	0	ec80c800	46413	17	46	8	31	9000000f	2,3,4,24,1,1,34,11
5	0	ec80c800	35042	17	54	12	31	80200505	17,26,28,8,32,11,25,19,20,34,26,32
5	0	ec80c800	28819	17	60	16	31	80400202	33,25,4,2,10,32,3,10,32,34,10,10,12,11,17,32
5	0	ec80c800	20560	18	40	4	31	80081515	25,8,20,17
5	0	ec80c800	53665	18	44	8	31	90000208	19,34,4,16,35,11,24,25
5	0	ec80c800	30866	18	52	12	31	80400600	20,2,24,1,8,8,8,3,17,20,12,8
5	0	ec80c800	35626	18	54	12	31	80200550	24,32,34,20,28,11,4,28,24,8,19,11
5	0	ec80c800	2987	18	60	16	31	81024000	8,34,26,10,33,34,25,12,34,1,4,4,25,3,10,34
5	0	ecc88000	12185	17	44	8	31	80042004	10,34,19,33,11,8,12,2
5	0	ecc88000	46921	17	44	8	31	80052000	34,3,20,35,10,20,35,32
5	0	ecc88000	58731	17	62	16	31	80052005	2,20,32,20,3,32,8,3,32,2,2,3,19,2,3,24
5	0	ecc88000	10848	18	40	4	31	9005000f	12,34,4,3
5	0	ecc88000	18936	18	40	4	31	80150815	16,33,17,19
5	0	ecc88000	37	18	48	8	31	82000555	16,35,25,12,33,19,35,12
5	0	ecc88000	20185	18	48	8	31	80072007	24,1,10,35,33,11,35,34
5	0	ecc88000	58605	18	48	8	31	80150815	20,19,16,33,4,4,24,12
5	0	fce8c080	40288	17	36	4	31	82010040	17,10,12,34
5	0	fce8c080	41744	17	36	4	31	80100804	34,3,12,17
5	0	fce8c080	12684	17	38	4	31	82010141	17,34,28,12
5	0	fce8c080	36098	17	54	12	31	82010141	17,19,34,17,12,32,17,35,20,11,28,16
5	0	fce8c080	10303	17	62	16	31	82010141	10,33,19,3,28,12,25,25,12,8,12,8,19,3,3,12
5	0	fce8c080	26335	17	62	16	31	82010043	33,28,10,11,26,19,19,10,11,3,12,35,34,35,28,20
5	0	fce8c080	17528	18	38	4	31	82050044	17,12,32,35
5	0	fce8c080	20448	18	38	4	31	80042054	3,34,10,33
5	0	fec8c800	53440	17	36	4	31	81000084	28,16,33,11
5	0	fec8c800	61765	17	44	8	31	81000084	26,11,12,26,33,34,25,26
5	0	fec8c800	32849	17	46	8	31	81000087	24,11,25,8,12,28,33,1
5	0	fec8c800	12043	17	60	16	31	80042100	16,10,25,24,12,28,11,12,35,12,10,24,25,25,2,32
5	0	fec8c800	7164	18	38	4	31	80250404	25,12,32,11
5	0	fec8c800	14504	18	38	4	31	80250404	25,8,12,8
5	0	fec8c800	27192	18	38	4	31	80042504	2,33,11,24
5	0	fec8c800	33756	18	38	4	31	81052100	3,12,3,35
5	0	fefce8c0	21312	17	31	4	18	80042011	17,20,10,34
5	0	fefce8c0	1216	18	31	4	16	80130805	20,33,2,10
5	0	fefce8c0	2752	18	31	4	4	80100855	34,24,17,8
5	0	fefce8c0	7728	18	31	4	4	80100855	34,17,24,24
5	0	fefce8c0	16036	18	31	4	16	80152011	10,34,20,33
5	0	fefce8c0	58452	18	31	4	2	80042055	26,26,33,10
5	0	fefce8c0	14884	18	33	4	12	82110051	10,20,3,24
5	0	fefce8c0	64236	18	33	4	3	80042055	34,10,33,16
5	0	ffecec80	3136	17	33	4	26	81000094	28,33,11,17
5	0	ffecec80	52680	18	31	4	16	81052101	2,2,12,35
5	0	ffecec80	59828	18	31	4	16	81050085	35,25,12,11
5	0	ffecec80	4188	18	33	4	24	80072003	3,12,35,24
5	0	ffecec80	23720	18	33	4	12	81210501	2,16,11,28
5	0	ffecec80	47004	18	33	4	18	8021040e	4,25,35,12
5	0	ffecec80	1736	18	35	4	26	81052102	12,3,1,35
5	0	ffecec80	40452	18	35	4	26	80042514	11,33,20,35
5	0	ffecfec8	4230	17	45	12	16	80200504	20,16,28,33,3,10,28,25,3,33,16,32
5	0	ffecfec8	57392	18	31	4	16	80081514	25,20,8,17
5	0	ffecfec8	1596	18	33	4	17	80081514	17,25,16,20
5	0	ffecfec8	5168	18	33	4	5	81010584	16,33,25,34
5	0	ffecfec8	59009	18	39	8	5	82000061	3,16,20,1,11,4,28,26
5	0	ffecfec8	12061	18	41	8	7	80200409	25,10,3,19,12,16,8,34
5	0	ffecfec8	18573	18	41	8	20	9000050e	26,26,3,2,28,4,28,11
5	0	ffecfec8	32341	18	41	8	17	84000067	24,19,26,4,20,1,3,11
5	0	fffeecc8	14005	17	39	8	10	80042005	16,26,33,11,26,3,24,3
5	0	fffeecc8	8033	17	41	8	7	80200405	24,28,26,35,12,3,3,25
5	0	fffeecc8	43491	17	57	16	19	84000023	8,17,24,32,34,4,20,17,1,34,10,1,1,3,28,8
5	0	fffeecc8	12681	18	39	8	8	9005000e	20,3,20,10,34,8,4,8
5	0	fffeecc8	45805	18	39	8	8	9005000e	4,4,19,12,34,26,4,26
5	0	fffeecc8	12541	18	41	8	17	82050051	35,16,26,11,34,3,34,20
5	0	fffeecc8	48693	18	41	8	17	9005000e	26,11,11,12,35,24,26,4
5	0	fffeecc8	63565	18	41	8	24	80250504	8,12,34,8,24,19,16,28
5	1	13	26	24	30	0	26	84000000	
5	1	13	512	24	38	4	26	84000000	34,11,24,34
5	1	13	836	24	38	4	26	84000000	33,11,25,32
