n	k	truth	candidate	T	N	depth	polarity	anf	gates
4	0	1	15	8	16	0	15	8000	
4	0	1	24	8	24	4	15	8000	10,26,2,1
4	0	1	84	8	24	4	15	8000	2,10,24,1
4	0	1	100	8	24	4	15	8000	11,16,24,1
4	0	1	296	8	24	4	15	8000	17,16,11,16
4	0	1	388	8	24	4	15	8000	1,2,19,17
4	0	1	412	8	24	4	15	8000	17,1,8,24
4	0	1	592	8	24	4	15	8000	3,25,16,24
4	0	2	14	8	14	0	14	8000	
4	0	2	732	8	16	4	0	8000	3,17,2,25
4	0	2	1276	8	16	4	0	8000	1,17,2,11
4	0	2	1764	8	16	4	0	8000	2,17,26,11
4	0	2	3424	8	16	4	0	8000	1,10,26,3
4	0	2	5888	8	16	4	0	8000	16,1,2,11
4	0	2	8340	8	16	4	0	8000	3,11,1,26
4	0	2	8480	8	16	4	0	8000	1,26,11,10
4	0	4	13	8	14	0	13	8000	
4	0	4	400	8	16	4	0	8000	11,8,19,2
4	0	4	1184	8	16	4	0	8000	10,1,19,24
4	0	4	2640	8	16	4	0	8000	8,24,10,3
4	0	4	4920	8	16	4	0	8000	10,19,3,24
4	0	4	5004	8	16	4	0	8000	11,2,10,16
4	0	4	6444	8	16	4	0	8000	3,11,26,8
4	0	4	14244	8	16	4	0	8000	10,11,3,24
4	0	28	4496	4	12	4	0	2000	24,25,10,19
4	0	28	5448	4	12	4	0	800	19,11,17,10
4	0	28	6136	4	12	4	0	800	17,10,10,11
4	0	28	6792	4	12	4	0	2000	3,10,16,24
4	0	28	8004	4	12	4	0	800	24,17,24,3
4	0	28	8352	4	12	4	0	800	17,11,8,8
4	0	28	9652	4	12	4	0	2000	10,1,17,19
4	0	28	10368	4	12	4	0	80	17,19,11,26
4	0	136	5	10	17	0	5	8525	
4	0	136	5436	10	19	4	0	8424	26,24,1,17
4	0	136	6964	10	19	4	0	8520	16,3,10,16
4	0	136	20584	10	19	4	0	8424	2,26,1,16
4	0	136	21932	10	19	4	0	8520	10,19,8,3
4	0	136	31184	10	19	4	0	8520	3,2,10,16
4	0	136	31840	10	19	4	0	8424	1,17,24,26
4	0	136	32508	10	19	4	0	9108	17,3,8,10
4	0	19a	13568	10	19	4	0	8242	26,17,19,19
4	0	19a	15156	10	19	4	0	8340	8,1,19,10
4	0	19a	32756	10	19	4	0	8242	26,17,17,17
4	0	19a	34140	10	19	4	0	8242	26,16,17,16
4	0	19a	34292	10	19	4	0	8340	11,8,2,17
4	0	19a	35060	10	19	4	0	8242	10,17,25,26
4	0	19a	37988	10	19	4	0	8242	26,19,17,19
4	0	19a	47292	10	19	4	0	900a	16,26,11,25
4	0	241	1104	9	21	4	3	8008	17,1,1,24
4	0	241	3244	9	21	4	12	9000	17,17,3,10
4	0	241	4288	9	21	4	6	8040	24,16,2,1
4	0	241	4328	9	21	4	5	8020	10,17,24,1
4	0	241	4756	9	21	4	5	8020	24,10,19,19
4	0	241	5316	9	21	4	12	9000	26,26,3,10
4	0	241	6584	9	21	4	3	8008	17,1,25,24
4	0	241	7572	9	21	4	10	8400	3,17,8,10
4	0	3f8	13	9	17	0	13	8150	
4	0	3f8	4920	9	19	4	0	8046	10,19,3,24
4	0	3f8	5004	9	19	4	0	810a	11,2,10,16
4	0	3f8	14244	9	19	4	0	8052	10,11,3,24
4	0	3f8	18484	9	19	4	0	8144	19,11,24,10
4	0	3f8	37156	9	19	4	0	8144	24,10,19,16
4	0	3f8	38924	9	19	4	0	8150	24,8,10,11
4	0	3f8	42272	9	19	4	0	8150	24,10,11,24
4	0	400	5	8	12	0	5	8000	
4	0	400	300	8	16	4	0	8000	19,26,3,16
4	0	400	3796	8	16	4	0	8000	8,1,25,10
4	0	400	4464	8	16	4	0	8000	26,26,10,8
4	0	400	4852	8	16	4	0	8000	26,8,10,2
4	0	400	5188	8	16	4	0	8000	10,11,19,16
4	0	400	5436	8	16	4	0	8000	26,24,1,17
4	0	400	6244	8	16	4	0	8000	26,16,8,16
4	0	407	1008	5	16	4	4	4030	11,3,11,25
4	0	407	1824	5	16	4	2	484	10,17,8,24
4	0	407	1908	5	16	4	4	4030	25,3,1,16
4	0	407	3904	5	16	4	4	1090	17,17,24,19
4	0	407	4160	5	16	4	1	282	2,16,26,3
4	0	407	7424	5	16	4	4	1090	24,1,19,1
4	0	407	10000	5	16	4	4	1090	24,16,1,1
4	0	407	11416	5	16	4	4	4030	3,19,17,24
4	0	408	300	4	12	4	0	800	19,26,3,16
4	0	408	6792	4	12	4	0	4000	3,10,16,24
4	0	408	6964	4	12	4	0	4000	16,3,10,16
4	0	408	10240	4	12	4	0	80	17,19,24,10
4	0	408	12780	4	12	4	0	80	2,16,26,16
4	0	408	14820	4	12	4	0	80	16,24,2,11
4	0	408	16752	4	12	4	0	80	10,26,24,26
4	0	408	17620	4	12	4	0	800	3,26,2,16
4	0	442	9388	9	17	4	0	8200	19,3,8,25
4	0	442	15704	9	17	4	0	8200	3,8,19,25
4	0	442	20208	9	17	4	0	8008	1,26,16,2
4	0	442	22148	9	17	4	0	8008	16,2,17,24
4	0	442	32116	9	17	4	0	8400	1,19,26,3
4	0	442	41000	9	17	4	0	8008	26,8,2,17
4	0	442	49680	9	17	4	0	8400	2,19,26,1
4	0	442	62020	9	17	4	0	8400	2,1,19,10
4	0	488	6504	9	17	4	0	8200	24,25,11,1
4	0	488	7256	9	17	4	0	8400	3,24,24,8
4	0	488	10088	9	17	4	0	8008	2,24,26,26
4	0	488	10496	9	17	4	0	8400	17,3,16,17
4	0	488	18760	9	17	4	0	8400	11,3,8,11
4	0	488	20444	9	17	4	0	8008	24,2,19,2
4	0	488	23732	9	17	4	0	8040	26,24,16,2
4	0	488	24576	9	17	4	0	8400	3,1,1,8
4	0	600	5436	4	12	4	0	4000	26,24,1,17
4	0	600	5936	4	12	4	0	4000	1,10,8,16
4	0	600	6244	4	12	4	0	2000	26,16,8,16
4	0	600	6508	4	12	4	0	4000	1,10,19,19
4	0	600	7228	4	12	4	0	4000	1,1,1,26
4	0	600	7696	4	12	4	0	4000	26,1,17,17
4	0	600	8592	4	12	4	0	2000	17,8,2,25
4	0	600	9092	4	12	4	0	4000	26,19,19,1
4	0	64e	5580	5	16	4	4	4022	25,11,24,2
4	0	64e	8092	5	16	4	4	4022	11,8,2,19
4	0	64e	9552	5	16	4	4	2044	11,1,10,8
4	0	64e	24412	5	17	4	4	4026	26,2,26,10
4	0	64e	26492	5	17	4	4	4026	10,2,25,24
4	0	64e	32564	5	17	4	2	401a	2,17,10,11
4	0	64e	33632	5	17	4	4	2046	17,16,10,2
4	0	64e	33888	5	17	4	4	4026	10,2,25,24
4	0	800	4	8	10	0	4	8000	
4	0	800	1092	8	16	4	0	8000	10,16,3,24
4	0	800	4580	8	16	4	0	8000	24,2,10,24
4	0	800	5572	8	16	4	0	8000	3,16,11,10
4	0	800	6280	8	16	4	0	8000	11,11,19,10
4	0	800	6736	8	16	4	0	8000	19,10,16,16
4	0	800	7164	8	16	4	0	8000	11,2,26,19
4	0	800	7724	8	16	4	0	8000	25,1,16,10
4	0	87b	5856	9	19	4	0	8141	2,10,8,26
4	0	87b	19952	9	19	4	0	8141	8,24,2,16
4	0	87b	30056	9	19	4	0	8141	2,8,10,26
4	0	87b	32736	9	19	4	0	8403	3,24,11,19
4	0	87b	2432	9	21	4	1	8141	10,3,26,3
4	0	87b	3168	9	21	4	8	8144	11,24,2,16
4	0	87b	3644	9	21	4	4	8141	24,10,10,2
4	0	87b	4004	9	21	4	1	8141	10,24,2,24
4	0	a40	10076	9	17	4	0	9000	19,2,17,8
4	0	a40	12532	9	17	4	0	8200	19,17,1,16
4	0	a40	12628	9	17	4	0	8020	2,19,24,25
4	0	a40	21108	9	17	4	0	8200	25,19,16,25
4	0	a40	39828	9	17	4	0	8020	26,19,24,17
4	0	a40	43336	9	17	4	0	8200	25,17,16,19
4	0	a40	58484	9	17	4	0	9000	19,2,24,1
4	0	a40	3648	9	19	4	8	8200	3,25,16,1
4	0	c78	16012	5	14	4	0	4202	2,26,11,16
4	0	c78	20812	5	14	4	0	1810	8,10,16,11
4	0	c78	27464	5	14	4	0	850	25,26,11,16
4	0	c78	41256	5	14	4	0	1810	10,16,11,24
4	0	c78	48924	5	14	4	0	4202	2,26,11,16
4	0	c78	49708	5	14	4	0	850	16,26,25,11
4	0	c78	56452	5	14	4	0	4202	11,2,16,8
4	0	c78	8028	5	15	4	0	4212	2,11,25,10
4	0	f80	8	9	14	0	8	9111	
4	0	f80	11408	9	18	4	0	9010	17,17,26,19
4	0	f80	12516	9	18	4	0	9010	16,26,8,19
4	0	f80	13848	9	18	4	0	9100	17,19,8,25
4	0	f80	16020	9	18	4	0	8044	24,11,25,17
4	0	f80	16748	9	18	4	0	9100	24,8,16,19
4	0	f80	26012	9	18	4	0	9100	16,3,16,3
4	0	f80	32128	9	18	4	0	9010	10,26,10,19
4	0	ff8	12	8	14	0	12	8110	
4	0	ff8	4496	8	18	4	0	8104	24,25,10,19
4	0	ff8	5448	8	18	4	0	8110	19,11,17,10
4	0	ff8	6792	8	18	4	0	8006	3,10,16,24
4	0	ff8	10368	8	18	4	0	8104	17,19,11,26
4	0	ff8	12052	8	18	4	0	8110	25,19,2,19
4	0	ff8	15792	8	18	4	0	8012	25,26,2,19
4	0	ff8	20568	8	18	4	0	8012	1,1,3,26
4	0	1248	1672	1	9	4	0	40	19,19,25,2
4	0	1248	2948	1	9	4	0	8	19,25,17,16
4	0	1248	7020	1	9	4	0	8	25,16,19,11
4	0	1248	8416	1	9	4	0	200	16,16,11,16
4	0	1248	9812	1	9	4	0	200	11,17,16,25
4	0	1248	10188	1	9	4	0	1000	8,11,10,2
4	0	1248	10580	1	9	4	0	1000	11,25,2,25
4	0	1248	11092	1	9	4	0	20	25,1,2,8
4	0	1400	792	4	12	4	0	2000	2,10,17,16
4	0	1400	852	4	12	4	0	800	8,24,8,17
4	0	1400	1052	4	12	4	0	2000	3,24,10,25
4	0	1400	5436	4	12	4	0	800	26,24,1,17
4	0	1400	9420	4	12	4	0	800	2,2,17,8
4	0	1400	12112	4	12	4	0	800	24,17,19,19
4	0	1400	14684	4	12	4	0	4000	8,2,24,1
4	0	1400	16752	4	12	4	0	2000	10,26,24,26
4	0	16c7	24960	5	17	4	1	291	10,2,24,2
4	0	16c7	36676	5	17	4	1	292	24,2,10,26
4	0	16c7	38648	5	17	4	8	2502	17,2,3,8
4	0	16c7	38780	5	17	4	1	291	11,26,11,24
4	0	16c7	40304	5	17	4	1	291	10,24,1,26
4	0	16c7	47956	5	17	4	1	285	24,17,10,25
4	0	16c7	51420	5	17	4	8	2502	17,26,3,8
4	0	16c7	4648	5	18	4	12	4210	11,8,26,3
4	0	2000	2	8	10	0	2	8000	
4	0	2000	104	8	16	4	0	8000	17,10,19,2
4	0	2000	196	8	16	4	0	8000	8,3,3,25
4	0	2000	316	8	16	4	0	8000	2,2,11,1
4	0	2000	340	8	16	4	0	8000	2,16,2,17
4	0	2000	456	8	16	4	0	8000	10,1,11,3
4	0	2000	508	8	16	4	0	8000	19,10,17,3
4	0	2000	1812	8	16	4	0	8000	3,11,17,11
4	0	211b	3208	5	19	4	10	1814	10,16,3,17
4	0	211b	3444	5	19	4	4	4127	1,11,26,25
4	0	211b	6420	5	19	4	4	4127	26,1,10,24
4	0	211b	8540	5	19	4	12	2414	8,3,17,19
4	0	211b	8944	5	19	4	4	4127	26,1,10,25
4	0	211b	8952	5	19	4	2	411e	24,17,26,1
4	0	211b	9524	5	19	4	2	411e	26,17,1,26
4	0	211b	11520	5	19	4	12	2414	8,2,17,19
4	0	31c0	752	9	18	4	0	8050	25,17,24,10
4	0	31c0	6944	9	18	4	0	8044	10,25,26,16
4	0	31c0	12076	9	18	4	0	8044	25,10,3,8
4	0	31c0	16072	9	18	4	0	9100	24,11,26,1
4	0	31c0	46676	9	18	4	0	8022	1,25,8,2
4	0	31c0	48920	9	18	4	0	9100	11,24,1,26
4	0	31c0	61176	9	18	4	0	8500	24,26,11,17
4	0	31c0	64236	9	18	4	0	8044	25,16,10,8
4	0	3400	1092	9	17	4	0	8020	10,16,3,24
4	0	3400	12580	9	17	4	0	8400	17,3,10,3
4	0	3400	15124	9	17	4	0	8400	17,24,10,24
4	0	3400	16452	9	17	4	0	8200	8,1,10,16
4	0	3400	18192	9	17	4	0	8400	17,11,2,11
4	0	3400	25488	9	17	4	0	9000	25,10,26,25
4	0	3400	26148	9	17	4	0	8400	17,24,26,24
4	0	3400	27120	9	17	4	0	8400	17,8,26,8
4	0	37ff	5	9	14	0	5	8401	
4	0	37ff	300	9	18	4	0	8041	19,26,3,16
4	0	37ff	4464	9	18	4	0	8401	26,26,10,8
4	0	37ff	4852	9	18	4	0	8401	26,8,10,2
4	0	37ff	6244	9	18	4	0	8401	26,16,8,16
4	0	37ff	7088	9	18	4	0	8041	2,19,26,24
4	0	37ff	9368	9	18	4	0	8401	26,1,1,24
4	0	37ff	12780	9	18	4	0	8401	2,16,26,16
4	0	3800	4464	9	17	4	0	9000	26,26,10,8
4	0	3800	7208	9	17	4	0	8400	17,26,2,16
4	0	3800	16752	9	17	4	0	9000	10,26,24,26
4	0	3800	19892	9	17	4	0	9000	1,1,10,8
4	0	3800	21248	9	17	4	0	8200	1,16,8,26
4	0	3800	23164	9	17	4	0	8400	17,16,8,10
4	0	3800	24260	9	17	4	0	8400	16,24,17,10
4	0	3800	27168	9	17	4	0	9000	8,10,10,10
4	0	4000	1	8	10	0	1	8000	
4	0	4000	1132	8	16	4	0	8000	11,11,1,16
4	0	4000	1208	8	16	4	0	8000	8,1,8,17
4	0	4000	2144	8	16	4	0	8000	3,25,24,17
4	0	4000	2456	8	16	4	0	8000	25,10,17,8
4	0	4000	3140	8	16	4	0	8000	26,1,8,26
4	0	4000	4912	8	16	4	0	8000	26,19,10,16
4	0	4000	5708	8	16	4	0	8000	24,16,3,24
4	0	4084	1092	9	17	4	0	8400	10,16,3,24
4	0	4084	4580	9	17	4	0	8040	24,2,10,24
4	0	4084	7164	9	17	4	0	8040	11,2,26,19
4	0	4084	9324	9	17	4	0	8040	3,16,11,26
4	0	4084	10640	9	17	4	0	8040	2,11,26,19
4	0	4084	10960	9	17	4	0	8040	3,26,10,19
4	0	4084	13836	9	17	4	0	8400	10,19,26,3
4	0	4084	16332	9	17	4	0	8020	24,1,8,10
4	0	4200	1132	4	12	4	0	800	11,11,1,16
4	0	4200	2244	4	12	4	0	800	17,16,25,26
4	0	4200	2456	4	12	4	0	2000	25,10,17,8
4	0	4200	2764	4	12	4	0	2000	25,8,10,24
4	0	4200	5936	4	12	4	0	800	1,10,8,16
4	0	4200	6960	4	12	4	0	4000	8,8,1,2
4	0	4200	8592	4	12	4	0	4000	17,8,2,25
4	0	4200	9136	4	12	4	0	2000	2,8,2,26
4	0	4800	1092	4	12	4	0	800	10,16,3,24
4	0	4800	1208	4	12	4	0	800	8,1,8,17
4	0	4800	4580	4	12	4	0	4000	24,2,10,24
4	0	4800	5708	4	12	4	0	800	24,16,3,24
4	0	4800	5856	4	12	4	0	4000	2,10,8,26
4	0	4800	7164	4	12	4	0	4000	11,2,26,19
4	0	4800	7724	4	12	4	0	2000	25,1,16,10
4	0	4800	8936	4	12	4	0	4000	10,2,17,26
4	0	4c00	0	9	9	0	0	8400	
4	0	4c00	552	9	17	4	0	8400	10,26,24,8
4	0	4c00	1068	9	17	4	0	8400	3,3,10,2
4	0	4c00	5480	9	17	4	0	8008	3,16,19,24
4	0	4c00	5756	9	17	4	0	8400	2,26,8,16
4	0	4c00	6644	9	17	4	0	8400	24,16,10,10
4	0	4c00	6796	9	17	4	0	8040	19,26,24,11
4	0	4c00	7604	9	17	4	0	8400	16,24,24,24
4	0	4d27	26900	5	15	4	0	4211	3,19,3,11
4	0	4d27	29716	5	15	4	0	4019	24,25,24,17
4	0	4d27	39828	5	15	4	0	4109	26,19,24,17
4	0	4d27	43336	5	15	4	0	4019	25,17,16,19
4	0	4d27	45024	5	15	4	0	4019	26,26,17,25
4	0	4d27	51372	5	15	4	0	4211	19,2,11,2
4	0	4d27	52024	5	15	4	0	4211	8,11,8,19
4	0	4d27	53348	5	15	4	0	4211	1,1,11,19
4	0	6000	196	4	12	4	0	2000	8,3,3,25
4	0	6000	340	4	12	4	0	800	2,16,2,17
4	0	6000	1132	4	12	4	0	4000	11,11,1,16
4	0	6000	2144	4	12	4	0	80	3,25,24,17
4	0	6000	2756	4	12	4	0	4000	25,1,10,25
4	0	6000	3140	4	12	4	0	4000	26,1,8,26
4	0	6000	5856	4	12	4	0	2000	2,10,8,26
4	0	6000	7684	4	12	4	0	2000	8,17,25,17
4	0	60ad	37888	10	26	4	15	9008	2,24,16,17
4	0	60ad	44652	10	26	4	15	8420	19,2,17,24
4	0	60ad	53796	10	26	4	15	8240	1,26,16,25
4	0	60ad	1828	10	28	4	15	8522	10,16,3,11
4	0	60ad	3976	10	28	4	15	901c	2,17,26,11
4	0	60ad	7236	10	28	4	15	8522	3,16,11,10
4	0	60ad	8908	10	28	4	15	8522	8,25,17,24
4	0	60ad	9032	10	28	4	15	8530	17,17,19,2
4	0	6300	1	5	8	0	1	2500	
4	0	6300	3	5	9	0	3	2400	
4	0	6300	3796	5	13	4	0	4200	8,1,25,10
4	0	6300	4360	5	13	4	0	2400	25,24,2,2
4	0	6300	7900	5	13	4	0	2400	19,25,24,19
4	0	6300	8008	5	13	4	0	2400	17,25,1,26
4	0	6300	8936	5	13	4	0	1800	10,2,17,26
4	0	6300	12752	5	13	4	0	2040	1,19,26,25
4	0	6369	4	4	9	0	4	2016	
4	0	6369	6	4	12	0	6	2017	
4	0	6369	13032	4	14	4	0	2005	19,1,17,26
4	0	6369	19976	4	14	4	0	2005	17,1,16,26
4	0	6369	43372	4	14	4	0	2005	2,17,3,19
4	0	6369	53396	4	14	4	0	811	1,10,25,17
4	0	6369	54260	4	14	4	0	2005	1,19,17,2
4	0	6369	64128	4	14	4	0	2005	2,17,16,24
4	0	7000	0	9	9	0	0	9000	
4	0	7000	1380	9	17	4	0	9000	16,24,1,25
4	0	7000	2772	9	17	4	0	8020	3,25,24,3
4	0	7000	3412	9	17	4	0	9000	25,1,8,8
4	0	7000	3768	9	17	4	0	9000	1,25,16,8
4	0	7000	4356	9	17	4	0	9000	2,2,17,1
4	0	7000	5480	9	17	4	0	8020	3,16,19,24
4	0	7000	6480	9	17	4	0	8400	10,2,1,17
4	0	73c0	552	9	19	4	0	8144	10,26,24,8
4	0	73c0	5756	9	19	4	0	810c	2,26,8,16
4	0	73c0	6796	9	19	4	0	8414	19,26,24,11
4	0	73c0	9164	9	19	4	0	801a	11,3,16,24
4	0	73c0	13396	9	19	4	0	8144	10,8,26,8
4	0	73c0	15744	9	19	4	0	8510	8,11,19,16
4	0	73c0	23128	9	19	4	0	8144	26,10,2,2
4	0	73c0	26528	9	19	4	0	8150	26,16,19,10
4	0	7c00	2456	9	18	4	0	9100	25,10,17,8
4	0	7c00	9136	9	18	4	0	9100	2,8,2,26
4	0	7c00	10528	9	18	4	0	8500	17,16,8,25
4	0	7c00	15952	9	18	4	0	8500	16,25,8,17
4	0	7c00	16668	9	18	4	0	8500	26,8,17,10
4	0	7c00	37088	9	18	4	0	9100	10,26,1,8
4	0	7c00	37308	9	18	4	0	8500	25,1,16,1
4	0	7c00	37344	9	18	4	0	8500	25,2,16,1
4	0	c80f	7208	9	19	4	0	8403	17,26,2,16
4	0	c80f	21248	9	19	4	0	8211	1,16,8,26
4	0	c80f	53392	9	19	4	0	9005	10,24,17,25
4	0	c80f	1824	9	21	4	2	9104	10,17,8,24
4	0	c80f	4112	9	21	4	4	9014	10,2,24,2
4	0	c80f	4416	9	21	4	4	9014	8,26,10,19
4	0	c80f	4464	9	21	4	0	9115	26,26,10,8
4	0	c80f	6116	9	21	4	4	9014	8,26,10,16
4	0	ffec	10	9	14	0	10	8401	
4	0	ffec	28	9	22	4	10	8401	11,8,25,25
4	0	ffec	288	9	22	4	10	8401	24,25,1,1
4	0	ffec	1576	9	22	4	10	8401	8,24,25,26
4	0	ffec	1660	9	22	4	6	8041	19,8,26,19
4	0	ffec	1920	9	22	4	10	8401	11,8,26,26
4	0	ffec	2492	9	22	4	10	8401	11,8,25,25
4	0	ffec	3332	9	22	4	10	8401	1,26,26,1
4	1	1	15	12	20	0	15	8000	
4	1	1	24	12	28	4	15	8000	10,26,2,1
4	1	1	84	12	28	4	15	8000	2,10,24,1
4	1	1	100	12	28	4	15	8000	11,16,24,1
4	1	1	296	12	28	4	15	8000	17,16,11,16
4	1	1	388	12	28	4	15	8000	1,2,19,17
4	1	1	412	12	28	4	15	8000	17,1,8,24
4	1	1	592	12	28	4	15	8000	3,25,16,24
4	1	2	14	12	18	0	14	8000	
4	1	2	732	12	20	4	0	8000	3,17,2,25
4	1	2	1276	12	20	4	0	8000	1,17,2,11
4	1	2	1764	12	20	4	0	8000	2,17,26,11
4	1	2	3424	12	20	4	0	8000	1,10,26,3
4	1	2	5888	12	20	4	0	8000	16,1,2,11
4	1	2	8340	12	20	4	0	8000	3,11,1,26
4	1	2	8480	12	20	4	0	8000	1,26,11,10
4	1	4	13	12	18	0	13	8000	
4	1	4	400	12	20	4	0	8000	11,8,19,2
4	1	4	1184	12	20	4	0	8000	10,1,19,24
4	1	4	2640	12	20	4	0	8000	8,24,10,3
4	1	4	4920	12	20	4	0	8000	10,19,3,24
4	1	4	5004	12	20	4	0	8000	11,2,10,16
4	1	4	6444	12	20	4	0	8000	3,11,26,8
4	1	4	14244	12	20	4	0	8000	10,11,3,24
4	1	28	4496	8	16	4	0	2000	24,25,10,19
4	1	28	5448	8	16	4	0	800	19,11,17,10
4	1	28	6136	8	16	4	0	800	17,10,10,11
4	1	28	6792	8	16	4	0	2000	3,10,16,24
4	1	28	8004	8	16	4	0	800	24,17,24,3
4	1	28	8352	8	16	4	0	800	17,11,8,8
4	1	28	9652	8	16	4	0	2000	10,1,17,19
4	1	28	10368	8	16	4	0	80	17,19,11,26
4	1	80	8	12	14	0	8	8000	
4	1	80	1496	12	20	4	0	8000	24,10,2,19
4	1	80	7128	12	20	4	0	8000	8,3,8,3
4	1	80	7984	12	20	4	0	8000	2,17,10,19
4	1	80	8628	12	20	4	0	8000	3,2,19,26
4	1	80	8920	12	20	4	0	8000	26,3,11,3
4	1	80	9784	12	20	4	0	8000	11,3,26,3
4	1	80	10568	12	20	4	0	8000	8,2,8,19
4	1	136	5436	21	29	4	0	8424	26,24,1,17
4	1	136	6964	21	29	4	0	8520	16,3,10,16
4	1	136	20584	21	29	4	0	8424	2,26,1,16
4	1	136	21932	21	29	4	0	8520	10,19,8,3
4	1	136	31184	21	29	4	0	8520	3,2,10,16
4	1	136	31840	21	29	4	0	8424	1,17,24,26
4	1	136	32508	21	29	4	0	9108	17,3,8,10
4	1	136	34588	21	29	4	0	8520	10,3,2,16
4	1	19a	13568	21	29	4	0	8242	26,17,19,19
4	1	19a	15156	21	29	4	0	8340	8,1,19,10
4	1	19a	32756	21	29	4	0	8242	26,17,17,17
4	1	19a	34140	21	29	4	0	8242	26,16,17,16
4	1	19a	34292	21	29	4	0	8340	11,8,2,17
4	1	19a	35060	21	29	4	0	8242	10,17,25,26
4	1	19a	37988	21	29	4	0	8242	26,19,17,19
4	1	19a	47292	21	29	4	0	900a	16,26,11,25
4	1	241	1104	16	28	4	3	8008	17,1,1,24
4	1	241	3244	16	28	4	12	9000	17,17,3,10
4	1	241	4288	16	28	4	6	8040	24,16,2,1
4	1	241	4328	16	28	4	5	8020	10,17,24,1
4	1	241	4756	16	28	4	5	8020	24,10,19,19
4	1	241	5316	16	28	4	12	9000	26,26,3,10
4	1	241	6584	16	28	4	3	8008	17,1,25,24
4	1	241	7572	16	28	4	10	8400	3,17,8,10
4	1	3f8	24020	17	28	4	8	8141	16,19,8,10
4	1	3f8	29280	17	28	4	8	8141	10,19,11,16
